cod_ibge,nome,porcentagem_pop_urbana_2010,densidade_demografica_2010,area_km2
3100401,ACAIACA,65.13,38.47,101.886
3100500,AÇUCENA,46.76,12.6,815.422
3100609,ÁGUA BOA,46.3,11.51,1320.344
3100708,ÁGUA COMPRIDA,75.06,4.12,492.167
3100807,AGUANIL,57.84,17.47,232.091
3100906,ÁGUAS FORMOSAS,77.48,22.53,820.079
3101003,ÁGUAS VERMELHAS,70.28,10.11,1256.607
3101102,AIMORÉS,78.93,18.5,1348.913
3101201,AIURUOCA,50.68,9.48,649.68
3101300,ALAGOA,40.97,16.79,161.356
3101409,ALBERTINA,69.07,50.22,58.01
3101508,ALÉM PARAÍBA,93.36,67.3,510.25
3101607,ALFENAS,93.77,86.75,850.446
3101631,ALFREDO VASCONCELOS,66.35,46.44,130.815
3101706,ALMENARA,81.88,16.9,2294.426
3101805,ALPERCATA,78.92,42.95,166.972
3101904,ALPINÓPOLIS,81.08,40.66,460.685
3102001,ALTEROSA,72.92,37.89,362.01
3102050,ALTO CAPARAÓ,74.83,51.08,103.69
3102100,ALTO RIO DOCE,41.7,23.47,518.053
3102209,ALVARENGA,47.68,15.98,278.175
3102308,ALVINÓPOLIS,74.92,25.46,599.443
3102407,ALVORADA DE MINAS,40.89,9.48,374.008
3102506,AMPARO DO SERRA,52.29,34.63,136.186
3102605,ANDRADAS,75.2,79.4,469.396
3102704,CACHOEIRA DE PAJEÚ,49.79,12.88,695.672
3102803,ANDRELÂNDIA,80.59,12.11,1005.285
3102852,ANGELÂNDIA,50.43,43.21,185.211
3102902,ANTÔNIO CARLOS,70.42,20.97,529.915
3103009,ANTÔNIO DIAS,48.84,12.15,787.061
3103108,ANTÔNIO PRADO DE MINAS,60.02,19.94,83.802
3103207,ARAÇAÍ,79.49,12.02,187.538
3103306,ARACITABA,79.74,19.3,106.608
3103405,ARAÇUAÍ,65.07,16.1,2236.279
3103504,ARAGUARI,93.43,40.23,2729.777
3103603,ARANTINA,93.27,31.57,89.42
3103702,ARAPONGA,37.3,26.83,303.793
3157336,SANTA CRUZ DE MINAS,100,2206.17,3.565
3157377,SANTA CRUZ DE SALINAS,26.18,7.46,589.607
3157401,SANTA CRUZ DO ESCALVADO,34.66,19.29,258.726
3157500,SANTA EFIGÊNIA DE MINAS,66.37,34.86,131.965
3157609,SANTA FÉ DE MINAS,57.74,1.36,2917.448
3157658,SANTA HELENA DE MINAS,62.25,21.9,276.433
3157708,SANTA JULIANA,86.4,15.66,723.784
3157807,SANTA LUZIA,99.72,862.38,235.205
3157906,SANTA MARGARIDA,50.8,58.7,255.73
3158003,SANTA MARIA DE ITABIRA,60.05,17.66,597.441
3158102,SANTA MARIA DO SALTO,70.82,11.99,440.605
3158201,SANTA MARIA DO SUAÇUÍ,74.48,23.07,624.047
3158300,SANTANA DA VARGEM,72.99,41.93,172.444
3158409,SANTANA DE CATAGUASES,80.54,22.43,161.486
3158508,SANTANA DE PIRAPAMA,41.59,6.38,1255.832
3158607,SANTANA DO DESERTO,36.37,21.13,182.655
3158706,SANTANA DO GARAMBÉU,73.95,11,203.074
3158805,SANTANA DO JACARÉ,96.11,43.39,106.169
3158904,SANTANA DO MANHUAÇU,48.26,24.71,347.362
3158953,SANTANA DO PARAÍSO,92.61,98.76,276.067
3159001,SANTANA DO RIACHO,56.65,5.94,677.207
3203304,MANTENÓPOLIS,63.5,42.44,321.418
3203320,MARATAÍZES,80.9,252.23,130.268
3203346,MARECHAL FLORIANO,52,49.85,285.495
3203353,MARILÂNDIA,50.9,35.89,327.642
3203403,MIMOSO DO SUL,62.7,29.87,869.439
3203502,MONTANHA,75.8,16.26,1099.06
3203601,MUCURICI,63.5,10.5,540.529
3203700,MUNIZ FREIRE,47.1,27.06,678.804
3203809,MUQUI,64.7,44.04,327.268
3203908,NOVA VENÉCIA,67,31.78,1439.571
3204005,PANCAS,46.9,26.16,837.842
3204054,PEDRO CANÁRIO,92.7,54.82,433.453
3204104,PINHEIROS,78.3,24.5,973.136
3204203,PIÚMA,96.3,242.79,74.046
3204252,PONTO BELO,80.1,19.6,360.11
3204302,PRESIDENTE KENNEDY,33.4,17.59,594.897
3204351,RIO BANANAL,38.7,27.16,641.929
3204401,RIO NOVO DO SUL,52.5,55.59,204.464
3204500,SANTA LEOPOLDINA,21.4,17.08,718.325
3204559,SANTA MARIA DE JETIBÁ,34.5,46.46,735.198
3204609,SANTA TERESA,53.9,31.42,683.032
3204658,SÃO DOMINGOS DO NORTE,43,26.72,298.58
3204708,SÃO GABRIEL DA PALHA,76.4,73.61,434.887
3204807,SÃO JOSÉ DO CALÇADO,80.2,38.17,273.489
3204906,SÃO MATEUS,77.5,46.53,2346.049
3204955,SÃO ROQUE DO CANAÃ,49.5,32.92,341.944
3205002,SERRA,99.3,739.38,547.631
3205010,SOORETAMA,70.8,40.18,587.036
3205036,VARGEM ALTA,35.1,46.13,417.76
3205069,VENDA NOVA DO IMIGRANTE,72.4,108.82,185.909
3205101,VIANA,91.7,208.6,312.279
3205150,VILA PAVÃO,34.6,20.04,433.257
3205176,VILA VALÉRIO,36.5,29.78,470.343
3205200,VILA VELHA,99.5,1951.99,210.225
3205309,VITÓRIA,100,3327.73,97.123
3300100,ANGRA DOS REIS,96.33,205.45,813.42
3300159,APERIBÉ,86.93,107.92,94.542
3300209,ARARUAMA,95.07,175.55,638.276
3300225,AREAL,86.87,102.99,110.724
3300233,ARMAÇÃO DOS BÚZIOS,100,392.16,70.977
3300258,ARRAIAL DO CABO,100,172.91,152.106
3300308,BARRA DO PIRAÍ,97.02,163.7,584.61
3300407,BARRA MANSA,99.09,324.94,547.133
3300456,BELFORD ROXO,100,6031.38,78.985
3300506,BOM JARDIM,60.26,65.86,382.43
3300605,BOM JESUS DO ITABAPOANA,84.51,59.13,596.659
3300704,CABO FRIO,75.44,453.75,413.449
3300803,CACHOEIRAS DE MACACU,86.5,56.9,954.749
3300902,CAMBUCI,76.16,26.4,558.281
3300936,CARAPEBUS,78.91,43.36,304.885
3300951,COMENDADOR LEVY GASPARIAN,96.11,76.53,108.639
3301009,CAMPOS DOS GOYTACAZES,90.29,115.16,4032.487
3500501,ÁGUAS DE LINDÓIA,99.1,287.16,60.126
3501509,ALVINLÂNDIA,89.77,35.38,84.879
3501707,AMÉRICO BRASILIENSE,99.24,281.99,122.958
3503000,ARAMINA,93.48,25.39,202.829
3503109,ARANDU,75.36,21.42,285.908
3503950,ASPÁSIA,69.49,26.09,69.373
3504008,ASSIS,95.64,206.7,460.609
3504107,ATIBAIA,91.02,264.61,478.521
3504206,AURIFLAMA,91.17,32.72,434.498
3504305,AVAÍ,67.15,9.18,540.689
3504404,AVANHANDAVA,84.55,33.4,338.37
3504503,AVARÉ,95.73,68.37,1213.055
3504602,BADY BASSITT,93.54,134.54,110.372
4307450,ESPERANÇA DO SUL,25.79,22.05,148.909
4303558,CAMARGO,42.25,18.77,138.069
3504701,BALBINOS,32.17,40.4,91.635
4100103,ABATIÁ,73.83,33.95,228.717
3507308,BORACÉIA,89.67,34.95,122.11
3507407,BORBOREMA,90.13,26.31,552.256
3507456,BOREBI,87.22,6.59,347.989
3507506,BOTUCATU,96.35,85.88,1482.642
3507605,BRAGANÇA PAULISTA,96.94,286.26,512.584
3507704,BRAÚNA,87.43,25.7,195.176
3548906,SÃO CARLOS,96,195.15,1136.907
4310363,IMIGRANTE,49.59,41.21,71.716
3504800,BÁLSAMO,91.59,54.18,149.881
4303608,CAMBARÁ DO SUL,46.48,5.4,1181.811
4303673,CAMPESTRE DA SERRA,37.91,6.04,537.994
4303707,CAMPINA DAS MISSÕES,35.77,27.09,224.801
3555307,TURMALINA,71.13,13.37,147.797
4311122,JAQUIRANA,58.18,4.6,908.879
3505302,BARRA BONITA,97.9,235.12,150.121
3506409,BILAC,91.96,44.63,158.025
3506508,BIRIGUI,97.02,204.79,530.031
3506607,BIRITIBA MIRIM,85.83,90.1,317.406
3506706,BOA ESPERANÇA DO SUL,89.29,19.75,690.748
3506805,BOCAINA,92.14,29.84,363.926
3506904,BOFETE,63.76,14.72,653.541
3507001,BOITUVA,94.07,194.07,248.954
3507100,BOM JESUS DOS PERDÕES,88.17,183.08,108.366
3515707,FERRAZ DE VASCONCELOS,95.51,5624.82,29.547
3515806,FLORA RICA,80.94,7.78,224.711
3515905,FLOREAL,81.22,14.7,204.236
3516002,FLÓRIDA PAULISTA,78.9,24.47,524.138
4304309,CÂNDIDO GODÓI,28.25,26.54,247.047
4304358,CANDIOTA,29.62,9.39,933.628
4304408,CANELA,91.34,154.58,253.002
4304507,CANGUÇU,36.98,15.11,3526.253
4108205,FORMOSA DO OESTE,65.91,27.35,275.712
4306767,ELDORADO DO SUL,89.68,67.38,509.614
3507159,BOM SUCESSO DE ITARARÉ,68.05,26.73,133.578
3507209,BORÁ,77.89,6.8,118.951
3516606,GÁLIA,74.53,19.69,355.914
3507753,BREJO ALEGRE,82.01,24.41,105.689
3507803,BRODOWSKI,97.58,75.51,278.458
3507902,BROTAS,86.19,19.59,1101.373
3508009,BURI,80.76,15.52,1196.463
3508108,BURITAMA,94.21,47.19,326.921
3508207,BURITIZAL,81.57,15.21,266.42
3508306,CABRÁLIA PAULISTA,86.53,18.19,239.974
3508405,CABREÚVA,84.75,159.91,260.234
3508504,CAÇAPAVA,85.56,228.91,368.99
3508603,CACHOEIRA PAULISTA,81.66,104.49,287.99
3508702,CACONDE,68.18,39.44,468.214
3508801,CAFELÂNDIA,86.87,18.05,920.28
3508900,CAIABU,81.41,16.11,253.352
3509007,CAIEIRAS,97.52,894.84,97.642
3509106,CAIUÁ,38.3,9.13,551.159
3509205,CAJAMAR,97.99,487.92,131.386
3509254,CAJATI,73.03,62.43,454.436
3509304,CAJOBI,93.5,55.22,176.929
3509403,CAJURU,88.98,35.41,660.088
3509452,CAMPINA DO MONTE ALEGRE,84.61,30.09,184.479
3509502,CAMPINAS,98.28,1358.63,794.571
3509601,CAMPO LIMPO PAULISTA,100,930.79,79.403
3509700,CAMPOS DO JORDÃO,99.38,164.49,289.981
3509957,CANAS,92.82,82.33,53.261
3510005,CÂNDIDO MOTA,94.02,50.12,595.811
3510104,CÂNDIDO RODRIGUES,80.7,37.94,70.892
3516705,GARÇA,90.9,77.6,555.807
3516804,GASTÃO VIDIGAL,89.58,23.17,180.569
3516853,GAVIÃO PEIXOTO,80.9,18.13,243.766
3516903,GENERAL SALGADO,85.14,21.63,494.376
3517000,GETULINA,77.42,15.86,676.755
3517109,GLICÉRIO,73.65,16.69,272.8
3517208,GUAIÇARA,90.85,39.48,277.154
3517307,GUAIMBÊ,87.37,24.88,217.811
3517406,GUAÍRA,96.4,29.72,1258.465
3517505,GUAPIAÇU,88.45,54.81,325.126
3517604,GUAPIARA,40.19,44.08,408.292
3517703,GUARÁ,96.8,54.78,362.183
3517802,GUARAÇAÍ,78.89,14.8,569.197
3517901,GUARACI,89.48,15.55,641.501
4311759,MANOEL VIANA,75.82,5.09,1390.696
3510153,CANITAR,94.71,76.34,57.459
4312450,MORRO REDONDO,42.52,25.45,244.645
3511201,CATIGUÁ,92.17,48.03,148.393
4312476,MORRO REUTER,85.29,64.76,89.412
3512407,CORDEIRÓPOLIS,89.82,153.22,137.579
3513009,COTIA,100,622.55,323.994
3513108,CRAVINHOS,97.51,101.84,311.423
3513207,CRISTAIS PAULISTA,72.85,19.7,385.23
3520103,IGARAPAVA,94.31,59.7,468.355
3520202,IGARATÁ,79.32,30.14,292.953
3520301,IGUAPE,85.6,14.59,1978.795
3520400,ILHABELA,99.31,81.13,346.389
3520426,ILHA COMPRIDA,100,47.9,196.567
3520442,ILHA SOLTEIRA,93.84,38.19,652.641
3520509,INDAIATUBA,98.99,647.54,311.545
3520608,INDIANA,85.53,38.1,129.367
3513306,CRUZÁLIA,66.4,15.26,149.33
3513850,DIRCE REIS,75.73,19.12,88.133
3522703,ITÁPOLIS,90.7,40.18,996.747
3522802,ITAPORANGA,75.83,28.66,507.997
3514007,DOBRADA,97.77,53.02,149.729
3525805,JÚLIO MESQUITA,95.12,34.55,128.183
3514205,DOLCINÓPOLIS,92.99,26.76,77.939
3514502,DUARTINA,89.76,46.31,264.557
3514601,DUMONT,96.45,73.19,111.376
3514700,ECHAPORÃ,79.65,12.26,515.258
3514809,ELDORADO,49.21,8.85,1654.256
3514908,ELIAS FAUSTO,79.61,77.83,202.36
3527306,LOUVEIRA,96.15,673.37,55.738
3527405,LUCÉLIA,86.61,63.16,314.81
3527504,LUCIANÓPOLIS,79.15,11.85,189.536
3527603,LUÍS ANTÔNIO,96.59,18.86,598.257
3527702,LUIZIÂNIA,91.67,30.2,166.576
3527801,LUPÉRCIO,88.79,28.18,155.171
3527900,LUTÉCIA,79.51,5.71,475.226
3528007,MACATUBA,97.03,72.19,224.514
3528106,MACAUBAL,88.39,30.88,248.087
3528205,MACEDÔNIA,75.79,11.18,327.567
3528304,MAGDA,82.97,10.27,312.282
3528403,MAIRINQUE,80.26,206.18,210.149
3528502,MAIRIPORÃ,87.39,252.25,320.697
3528601,MANDURI,86.5,39.26,229.046
3528700,MARABÁ PAULISTA,44.51,5.24,919.519
3528809,MARACAÍ,90.65,24.97,533.498
3514924,ELISIÁRIO,91.6,33.2,93.98
3514957,EMBAÚBA,85.02,29.15,83.129
3515004,EMBU DAS ARTES,100,3412.5,70.398
3515103,EMBU-GUAÇU,97.33,405.11,155.641
3515129,EMILIANÓPOLIS,82.68,13.45,225.167
3531209,MONTE ALEGRE DO SUL,57.2,64.84,110.308
3531308,MONTE ALTO,95.5,134.61,346.95
3531407,MONTE APRAZÍVEL,91.07,43.76,495.559
3531506,MONTE AZUL PAULISTA,93.57,71.86,263.462
3531605,MONTE CASTELO,79.03,17.47,233.547
3531704,MONTEIRO LOBATO,43.16,12.36,332.742
3531803,MONTE MOR,93.93,203.55,240.566
3531902,MORRO AGUDO,95.85,20.97,1388.127
3532009,MORUNGABA,85.4,80.14,146.752
3532058,MOTUCA,72.45,18.76,228.7
3532108,MURUTINGA DO SUL,61.47,16.69,250.873
3515152,ENGENHEIRO COELHO,73.14,142.99,109.941
3515194,ESPÍRITO SANTO DO TURVO,85.53,21.92,193.666
3515202,ESTRELA D'OESTE,83.22,27.69,296.281
3515350,EUCLIDES DA CUNHA PAULISTA,63.76,16.66,573.894
3515657,FERNÃO,54.38,15.51,100.504
3516101,FLORÍNEA,88.79,12.54,225.886
3516200,FRANCA,98.24,526.09,605.679
3516309,FRANCISCO MORATO,99.8,3130.45,49.001
3516408,FRANCO DA ROCHA,92.13,981.28,132.775
3516507,GABRIEL MONTEIRO,83.35,19.55,138.681
3518008,GUARANI D'OESTE,88.07,23.03,85.7
3518107,GUARANTÃ,85.29,13.89,461.746
3518206,GUARARAPES,92.55,31.99,955.637
3518305,GUARAREMA,86.05,95.5,270.816
3518404,GUARATINGUETÁ,95.26,148.95,752.636
3518503,GUAREÍ,57.76,25.72,567.884
3518602,GUARIBA,97.92,131.29,270.289
3518701,GUARUJÁ,99.98,2034.91,144.794
3519055,HOLAMBRA,72.43,172.3,65.577
3519105,IACANGA,87.15,18.29,547.393
3519204,IACRI,78.67,19.9,321.948
3519253,IARAS,44.49,15.89,401.381
3519303,IBATÉ,96.01,105.74,290.978
3519402,IBIRÁ,92.19,40.07,271.912
3519501,IBIRAREMA,92.37,29.45,228.23
3520707,INDIAPORÃ,86.57,13.96,279.606
3520905,IPAUSSU,92.13,65.17,209.554
3521002,IPERÓ,61.71,166.42,170.289
3521101,IPEÚNA,86.07,31.66,190.01
3521150,IPIGUÁ,60.43,32.62,136.028
3521200,IPORANGA,55.85,3.73,1152.059
3521309,IPUÃ,95.86,30.37,466.461
3521408,IRACEMÁPOLIS,97.94,173.99,115.118
3521507,IRAPUÃ,89.2,28.21,257.612
3521606,IRAPURU,70.7,36.24,214.461
3521705,ITABERÁ,67.98,16.5,1100.247
3521804,ITAÍ,78.52,21.61,1092.884
3521903,ITAJOBI,83.42,28.99,502.066
3522000,ITAJU,72.74,14.12,230.355
3522109,ITANHAÉM,99.06,145.2,601.711
3522158,ITAOCA,54.52,17.64,183.015
3522208,ITAPECERICA DA SERRA,99.17,1015.41,150.742
3522307,ITAPETININGA,90.77,80.65,1789.35
3522406,ITAPEVA,84.28,48.05,1826.258
3522505,ITAPEVI,100,2415.79,82.658
3522604,ITAPIRA,92.76,132.21,518.416
3522901,ITAPUÍ,95.54,86.46,140.023
3523008,ITAPURA,79.92,14.46,301.653
3533106,NOVA GUATAPORANGA,86.82,63.81,34.158
3523701,ITIRAPUÃ,83.34,36.71,161.118
3523800,ITOBI,90.11,54.2,138.986
3523909,ITU,93.59,240.57,640.719
3524006,ITUPEVA,86.84,223.46,200.876
3524105,ITUVERAVA,94.15,54.87,704.659
3524204,JABORANDI,93.54,24.11,273.438
3524303,JABOTICABAL,97.02,101.42,706.602
3524402,JACAREÍ,98.62,459.48,464.272
3524501,JACI,86.11,38.87,145.133
3524600,JACUPIRANGA,54.45,24.44,704.189
3524709,JAGUARIÚNA,97.12,312.56,141.391
3524808,JALES,94.1,127.57,368.574
3524907,JAMBEIRO,47.88,29.03,184.413
3525003,JANDIRA,100,6124.59,17.449
3525854,JUMIRIM,58.01,49.36,56.685
4121307,RANCHO ALEGRE,87.74,23.59,167.646
3527009,LINDÓIA,100,137.67,48.756
3527108,LINS,98.83,125.27,570.058
3527207,LORENA,97.14,199.19,414.16
3528858,MARAPOAMA,83.52,23.66,111.267
3528908,MARIÁPOLIS,80.11,21.07,186.544
3529005,MARÍLIA,95.51,185.21,1170.515
3539103,PIRAPORA DO BOM JESUS,100,144.63,108.489
3539202,PIRAPOZINHO,95.01,51.49,477.673
3539301,PIRASSUNUNGA,91.63,96.38,727.118
3529104,MARINÓPOLIS,79.08,27.15,77.827
4121901,RIBEIRÃO DO PINHAL,81.91,36.09,374.732
3529807,MINEIROS DO TIETÊ,95.53,56.45,213.242
3529906,MIRACATU,51.41,20.56,1001.484
3542107,RAFARD,88.14,70.93,121.645
3542206,RANCHARIA,89.67,18.14,1587.498
3530003,MIRA ESTRELA,66.7,13.01,216.825
3530102,MIRANDÓPOLIS,88.98,29.91,917.694
3530201,MIRANTE DO PARANAPANEMA,58.88,13.77,1238.931
3530300,MIRASSOL,97.47,221.22,243.228
3530409,MIRASSOLÂNDIA,81.3,25.85,166.125
3530508,MOCOCA,92.24,77.55,855.156
3530607,MOGI DAS CRUZES,92.14,543.65,712.541
3530706,MOGI GUAÇU,94.94,168.98,812.753
3530904,MOMBUCA,82.21,24.43,133.698
3531001,MONÇÕES,86.12,20.45,104.352
3532843,NOVA CANAÃ PAULISTA,41.63,16.99,124.473
4122404,ROLÂNDIA,94.62,125.74,459.024
4312609,MUÇUM,84.41,43.2,111.247
3532868,NOVA CASTILHO,66.31,6.14,183.396
3551801,SETE BARRAS,55.29,12.34,1062.699
4124400,SANTO ANTÔNIO DO SUDOESTE,72.57,58,325.651
4312617,MUITOS CAPÕES,32.46,2.49,1193.717
3533304,NOVA LUZITÂNIA,89.71,46.46,73.816
3534005,ONDA VERDE,78.35,15.98,242.946
3534104,ORIENTE,93.41,27.89,218.668
3534203,ORINDIÚVA,92.04,22.87,247.378
3553401,TANABI,90.36,32.25,747.218
3553500,TAPIRAÍ,71.49,10.61,755.1
3553609,TAPIRATIBA,82.47,57.23,221.891
4114807,MARIALVA,80.7,67.2,475.564
3534302,ORLÂNDIA,97.42,136.34,291.765
3534906,PACAEMBU,73.68,39.07,339.375
3535002,PALESTINA,83.14,15.89,697.701
3555356,UBARANA,91.61,25.23,209.861
3555406,UBATUBA,97.6,110.87,708.105
3555505,UBIRAJARA,72.94,15.68,282.179
3555604,UCHOA,92.93,37.51,252.434
4113700,LONDRINA,97.4,306.49,1652.569
3535101,PALMARES PAULISTA,97.12,133.14,82.125
3535200,PALMEIRA D'OESTE,75.83,30.02,318.74
3535309,PALMITAL,91.7,38.67,548.407
3535408,PANORAMA,97.13,40.93,356.05
3535507,PARAGUAÇU PAULISTA,90.62,42.28,1001.492
3535606,PARAIBUNA,30.15,21.48,809.576
3536257,PARISI,80.86,24.04,84.737
3536570,PAULISTÂNIA,68.13,6.93,256.178
3536604,PAULO DE FARIA,90.23,11.63,737.986
3536703,PEDERNEIRAS,93,56.92,727.482
4126678,TAMARANA,47.77,25.97,472.155
3536802,PEDRA BELA,24.91,36.45,158.587
3536901,PEDRANÓPOLIS,62.2,9.83,260.101
3537008,PEDREGULHO,73.78,22.03,712.604
3537107,PEDREIRA,99.16,380.45,108.817
3537156,PEDRINHAS PAULISTA,84.35,19.28,152.309
3537206,PEDRO DE TOLEDO,68.92,15.22,670.44
3537305,PENÁPOLIS,95.51,82.31,711.315
3537404,PEREIRA BARRETO,93.08,25.5,974.247
3537503,PEREIRAS,66.78,33.38,223.136
3537602,PERUÍBE,98.88,191.95,326.216
3537701,PIACATU,88.2,22.75,232.488
3537800,PIEDADE,45.57,69.82,746.868
3537909,PILAR DO SUL,78.57,38.77,681.248
3538006,PINDAMONHANGABA,96.4,201.39,731.355
3538105,PINDORAMA,94.65,81.37,184.825
3538204,PINHALZINHO,49.26,84.8,154.529
3538303,PIQUEROBI,75.46,7.33,482.769
3538501,PIQUETE,93.66,80.16,175.996
3538600,PIRACAIA,100,65.23,385.568
3538709,PIRACICABA,97.85,264.77,1378.069
3538808,PIRAJU,89.92,56.44,504.591
3539905,POLONI,89.01,40.4,135.12
4118857,PEROBAL,54.48,13.87,409.05
4312625,MULITERNO,28.02,16.31,111.132
3540903,PRADÓPOLIS,92.65,103.73,167.378
3541000,PRAIA GRANDE,100,1776.09,149.652
3541059,PRATÂNIA,75.78,26.26,175.1
3541109,PRESIDENTE ALVES,83.22,14.36,286.642
3541208,PRESIDENTE BERNARDES,77.38,18.04,749.233
3541307,PRESIDENTE EPITÁCIO,93.29,32.82,1260.281
3541406,PRESIDENTE PRUDENTE,97.96,368.89,560.637
3541505,PRESIDENTE VENCESLAU,95.68,50.1,755.203
3541604,PROMISSÃO,84.29,45.65,779.2
3541653,QUADRA,25.59,15.73,205.672
3541703,QUATÁ,93.84,19.64,651.341
3541802,QUEIROZ,84.94,12.01,234.914
3541901,QUELUZ,82.01,45.27,249.399
3543204,RIBEIRÃO DO SUL,74.11,21.83,203.208
3543238,RIBEIRÃO DOS ÍNDIOS,84.59,11.14,196.446
3543253,RIBEIRÃO GRANDE,31.58,22.26,333.363
3543303,RIBEIRÃO PIRES,100,1144.99,98.972
3543402,RIBEIRÃO PRETO,99.72,928.46,650.916
3543501,RIVERSUL,72.89,15.96,385.878
3543600,RIFAINA,87.54,21.14,162.508
3543709,RINCÃO,81.24,32.97,316.639
3543808,RINÓPOLIS,86.93,27.73,358.481
3543907,RIO CLARO,97.57,373.47,498.422
3544004,RIO DAS PEDRAS,96.82,130.16,226.657
3544103,RIO GRANDE DA SERRA,100,1192.45,36.341
3544251,ROSANA,80.53,26.51,744.011
4119608,PITANGA,63.09,19.62,1663.747
4313334,NOVA RAMADA,27.49,9.57,255.264
3544608,SABINO,87.69,16.78,305.285
3545209,SALTO,99.3,792.17,133.057
3545308,SALTO DE PIRAPORA,78.4,143.07,280.412
4202107,BARRA VELHA,95.24,159.7,138.947
4202131,BELA VISTA DO TOLDO,14.11,11.23,535.682
4313607,PAIM FILHO,53.1,23.29,182.115
3545407,SALTO GRANDE,90.28,46.64,188.441
4202305,BIGUAÇU,90.64,155.44,365.755
4315552,RIO DOS ÍNDIOS,20.88,15.26,235.854
3546108,SANTA CLARA D'OESTE,75.38,11.36,183.458
3556958,VITÓRIA BRASIL,82.61,34.95,49.832
4204350,CORDILHEIRA ALTA,38.44,44.97,83.556
4204400,CORONEL FREITAS,59.4,43.62,233.698
4204459,CORONEL MARTINS,27.87,22.88,107.502
4316907,SANTA MARIA,95.14,145.98,1780.194
3546207,SANTA CRUZ DA CONCEIÇÃO,67.67,26.66,150.13
3546256,SANTA CRUZ DA ESPERANÇA,67.74,13.19,148.062
3546306,SANTA CRUZ DAS PALMEIRAS,96.89,101.35,295.337
3546405,SANTA CRUZ DO RIO PARDO,91.42,39.44,1114.747
3546504,SANTA ERNESTINA,92.4,41.42,134.421
3546603,SANTA FÉ DO SUL,96.06,140.43,206.537
4207205,IMARUÍ,34.31,21.53,542.238
4207304,IMBITUBA,100,220.06,181.577
4207403,IMBUIA,44.07,46.82,119.113
4207502,INDAIAL,96.49,127.41,430.799
4316709,SANTA BÁRBARA DO SUL,79.11,9.05,975.799
3546702,SANTA GERTRUDES,98.94,220.74,98.291
4210035,LUZERNA,76.05,47.93,117.099
4210050,MACIEIRA,27.44,7.02,261.208
4210100,MAFRA,78.09,37.68,1404.084
4210209,MAJOR GERCINO,38.09,11.48,306.058
5005608,MIRANDA,60.8,4.67,5471.436
3546900,SANTA LÚCIA,94.01,53.55,153.86
4212254,PASSO DE TORRES,88.62,69.61,92.638
4212270,PASSOS MAIA,24.84,7.2,617.092
4212304,PAULO LOPES,72.03,14.86,446.165
4212403,PEDRAS GRANDES,30.7,23.9,159.891
5105259,LUCAS DO RIO VERDE,93.2,12.43,3674.596
3547106,SANTA MERCEDES,86.82,16.96,166.753
4214300,RANCHO QUEIMADO,46.94,9.59,286.461
4214409,RIO DAS ANTAS,44.6,19.37,314.913
5106299,PARANAÍTA,52.9,2.23,4814.149
5106307,PARANATINGA,76.8,0.8,24166.633
5106315,NOVO SANTO ANTÔNIO,67.1,0.46,4394.78
3547205,SANTANA DA PONTE PENSA,66.85,12.6,129.888
3547304,SANTANA DE PARNAÍBA,100,605.17,179.949
3557303,ESTIVA GERBI,79.76,135.35,74.144
3547403,SANTA RITA D'OESTE,69.72,12.1,209.8
4216404,SÃO JOÃO DO SUL,22.45,38.33,184.375
4216503,SÃO JOAQUIM,70.82,13.16,1888.634
4216602,SÃO JOSÉ,98.81,1388.17,150.499
5106778,PORTO ALEGRE DO NORTE,48.2,2.71,3971.721
3547650,SANTA SALETE,56.6,18.23,79.192
4218806,TURVO,66.77,50.72,235.104
4218855,UNIÃO DO OESTE,38.04,31.27,92.857
4218905,URUBICI,66.04,10.5,1021.371
5003306,COXIM,90.6,5.02,6391.486
5003454,DEODÁPOLIS,82.8,14.6,828.533
5003488,DOIS IRMÃOS DO BURITI,45.4,4.42,2431.609
3548104,SANTO ANTÔNIO DO JARDIM,59.43,54.05,109.956
4103370,BRASILÂNDIA DO SUL,67.93,11.03,291.036
4219705,XAXIM,81.54,87.25,293.628
4219853,ZORTÉA,78.1,15.73,190.179
3548203,SANTO ANTÔNIO DO PINHAL,59.44,48.76,133.008
3548302,SANTO EXPEDITO,88.41,29.68,94.465
3548401,SANTÓPOLIS DO AGUAPEÍ,96.63,33.44,128.026
3548500,SANTOS,99.93,1492.23,281.033
3548609,SÃO BENTO DO SAPUCAÍ,48.15,41.44,252.579
3548708,SÃO BERNARDO DO CAMPO,98.33,1872.59,409.532
3548807,SÃO CAETANO DO SUL,100,9708.79,15.331
3549003,SÃO FRANCISCO,77.59,36.94,75.579
4128534,VENTANIA,65.39,13.11,819.334
3549300,SÃO JOÃO DO PAU D'ALHO,81.07,17.86,117.665
3550902,SÃO SIMÃO,90.12,23.24,617.252
3551009,SÃO VICENTE,99.81,2232.28,148.151
3551108,SARAPUÍ,73.62,25.6,352.592
4201208,ANTÔNIO CARLOS,31.39,32.55,234.422
4201257,APIÚNA,44.67,19.45,493.49
3551207,SARUTAIÁ,81.64,25.58,141.608
3551900,SEVERÍNIA,95.31,110.38,140.46
3553005,TAGUAÍ,71.64,74.51,145.332
3553104,TAIAÇU,90.58,55.27,107.059
3553203,TAIÚVA,91.19,41.12,132.459
3553302,TAMBAÚ,88.86,39.88,561.788
3553658,TAQUARAL,95.85,50.58,53.892
